Date,Month,Year,Quarter,Day_of_Week,Product,Units_Produced,Units_Sold,Wastage_Units,Raw_Material_Cost_INR,Revenue_INR,Profit_INR,Profit_Margin_Pct
2022-04-25,April,2022,Q2,Monday,Rusk,94,85,6,573.69,1020,446.31,43.76
2022-04-26,April,2022,Q2,Tuesday,Cookies,108,101,6,889.91,1515,625.09,41.26
2022-04-26,April,2022,Q2,Tuesday,Bread,74,63,8,864.75,1386,521.25,37.61
2022-04-26,April,2022,Q2,Tuesday,Rusk,91,84,6,558.14,1008,449.86,44.63
2022-04-27,April,2022,Q2,Wednesday,Cookies,128,109,17,1013.47,1635,621.53,38.01
2022-04-27,April,2022,Q2,Wednesday,Bread,82,74,5,963.65,1628,664.35,40.81
2022-04-27,April,2022,Q2,Wednesday,Rusk,107,101,5,615.39,1212,596.61,49.23
2022-04-28,April,2022,Q2,Thursday,Cookies,112,107,5,867.46,1605,737.54,45.95
2022-04-28,April,2022,Q2,Thursday,Bread,81,71,7,1010.17,1562,551.83,35.33
2022-04-28,April,2022,Q2,Thursday,Rusk,106,94,8,620.7,1128,507.3,44.97
2022-04-29,April,2022,Q2,Friday,Cookies,140,125,15,1094.02,1875,780.98,41.65
2022-04-29,April,2022,Q2,Friday,Bread,98,90,8,1182.12,1980,797.88,40.3
2022-04-29,April,2022,Q2,Friday,Rusk,118,104,9,739.75,1248,508.25,40.73
2022-04-30,April,2022,Q2,Saturday,Cookies,151,138,9,1252.51,2070,817.49,39.49
2022-04-30,April,2022,Q2,Saturday,Bread,95,82,13,1174.18,1804,629.82,34.91
2022-04-30,April,2022,Q2,Saturday,Rusk,118,112,6,691.62,1344,652.38,48.54
2022-05-02,May,2022,Q2,Monday,Cookies,96,85,10,749.41,1275,525.59,41.22
2022-05-02,May,2022,Q2,Monday,Bread,59,51,7,742.3,1122,379.7,33.84
2022-05-02,May,2022,Q2,Monday,Rusk,80,72,5,469.07,864,394.93,45.71
2022-05-03,May,2022,Q2,Tuesday,Cookies,86,71,12,661.7,1065,403.3,37.87
2022-05-03,May,2022,Q2,Tuesday,Bread,64,57,4,772.16,1254,481.84,38.42
2022-05-03,May,2022,Q2,Tuesday,Rusk,82,71,10,477.56,852,374.44,43.95
2022-05-04,May,2022,Q2,Wednesday,Cookies,86,78,5,715.52,1170,454.48,38.84
2022-05-04,May,2022,Q2,Wednesday,Bread,68,61,7,824.2,1342,517.8,38.58
2022-05-04,May,2022,Q2,Wednesday,Rusk,82,76,5,512.39,912,399.61,43.82
2022-05-05,May,2022,Q2,Thursday,Cookies,94,83,8,753.42,1245,491.58,39.48
2022-05-05,May,2022,Q2,Thursday,Bread,58,55,3,712.57,1210,497.43,41.11
2022-05-05,May,2022,Q2,Thursday,Rusk,73,62,8,426.85,744,317.15,42.63
2022-05-06,May,2022,Q2,Friday,Cookies,112,102,8,883.07,1530,646.93,42.28
2022-05-06,May,2022,Q2,Friday,Bread,80,71,6,966.37,1562,595.63,38.13
2022-05-06,May,2022,Q2,Friday,Rusk,95,82,11,594.9,984,389.1,39.54
2022-05-07,May,2022,Q2,Saturday,Cookies,120,109,8,914.99,1635,720.01,44.04
2022-05-07,May,2022,Q2,Saturday,Bread,73,61,7,836.7,1342,505.3,37.65
2022-05-07,May,2022,Q2,Saturday,Rusk,95,80,10,560.55,960,399.45,41.61
2022-05-09,May,2022,Q2,Monday,Cookies,101,91,6,773.67,1365,591.33,43.32
2022-05-09,May,2022,Q2,Monday,Bread,66,55,6,806.92,1210,403.08,33.31
2022-05-09,May,2022,Q2,Monday,Rusk,78,68,5,482.93,816,333.07,40.82
2022-05-10,May,2022,Q2,Tuesday,Cookies,101,86,12,789.59,1290,500.41,38.79
2022-05-10,May,2022,Q2,Tuesday,Bread,65,59,5,748.14,1298,549.86,42.36
2022-05-10,May,2022,Q2,Tuesday,Rusk,86,80,5,539.23,960,420.77,43.83
2022-05-11,May,2022,Q2,Wednesday,Cookies,94,86,6,755.15,1290,534.85,41.46
2022-05-11,May,2022,Q2,Wednesday,Bread,68,59,8,841.02,1298,456.98,35.21
2022-05-11,May,2022,Q2,Wednesday,Rusk,82,73,9,509.18,876,366.82,41.87
2022-05-12,May,2022,Q2,Thursday,Cookies,91,78,9,707.7,1170,462.3,39.51
2022-05-12,May,2022,Q2,Thursday,Bread,70,55,10,801.31,1210,408.69,33.78
2022-05-12,May,2022,Q2,Thursday,Rusk,83,68,11,482.09,816,333.91,40.92
2022-05-13,May,2022,Q2,Friday,Cookies,116,100,16,884.75,1500,615.25,41.02
2022-05-13,May,2022,Q2,Friday,Bread,79,68,6,988.23,1496,507.77,33.94
2022-05-13,May,2022,Q2,Friday,Rusk,105,88,15,628.38,1056,427.62,40.49
2022-05-14,May,2022,Q2,Saturday,Cookies,123,107,16,966.2,1605,638.8,39.8
2022-05-14,May,2022,Q2,Saturday,Bread,81,77,4,981.36,1694,712.64,42.07
2022-05-14,May,2022,Q2,Saturday,Rusk,90,81,5,517.16,972,454.84,46.79
2022-05-16,May,2022,Q2,Monday,Cookies,99,88,8,809.8,1320,510.2,38.65
2022-05-16,May,2022,Q2,Monday,Bread,58,50,4,698.75,1100,401.25,36.48
2022-05-16,May,2022,Q2,Monday,Rusk,84,74,6,510.34,888,377.66,42.53
2022-05-17,May,2022,Q2,Tuesday,Cookies,103,91,11,802.0,1365,563.0,41.25
2022-05-17,May,2022,Q2,Tuesday,Bread,57,50,7,651.25,1100,448.75,40.8
2022-05-17,May,2022,Q2,Tuesday,Rusk,85,73,8,532.39,876,343.61,39.22
2022-05-18,May,2022,Q2,Wednesday,Cookies,101,86,15,795.94,1290,494.06,38.3
2022-05-18,May,2022,Q2,Wednesday,Bread,67,60,6,802.38,1320,517.62,39.21
2022-05-18,May,2022,Q2,Wednesday,Rusk,82,71,11,515.82,852,336.18,39.46
2022-05-19,May,2022,Q2,Thursday,Cookies,101,88,9,801.65,1320,518.35,39.27
2022-05-19,May,2022,Q2,Thursday,Bread,67,63,4,772.68,1386,613.32,44.25
2022-05-19,May,2022,Q2,Thursday,Rusk,77,66,6,452.59,792,339.41,42.85
2022-05-20,May,2022,Q2,Friday,Cookies,109,103,5,829.96,1545,715.04,46.28
2022-05-20,May,2022,Q2,Friday,Bread,84,74,7,996.34,1628,631.66,38.8
2022-05-20,May,2022,Q2,Friday,Rusk,99,92,7,620.73,1104,483.27,43.77
2022-05-21,May,2022,Q2,Saturday,Cookies,121,110,7,960.02,1650,689.98,41.82
2022-05-21,May,2022,Q2,Saturday,Bread,82,70,11,980.79,1540,559.21,36.31
2022-05-21,May,2022,Q2,Saturday,Rusk,98,88,6,616.88,1056,439.12,41.58
2022-05-23,May,2022,Q2,Monday,Cookies,90,74,12,730.77,1110,379.23,34.16
2022-05-23,May,2022,Q2,Monday,Bread,65,59,6,758.99,1298,539.01,41.53
2022-05-23,May,2022,Q2,Monday,Rusk,74,65,5,430.08,780,349.92,44.86
2022-05-24,May,2022,Q2,Tuesday,Cookies,101,93,8,772.27,1395,622.73,44.64
2022-05-24,May,2022,Q2,Tuesday,Bread,70,58,9,875.93,1276,400.07,31.35
2022-05-24,May,2022,Q2,Tuesday,Rusk,87,77,5,516.58,924,407.42,44.09
2022-05-25,May,2022,Q2,Wednesday,Cookies,100,85,11,772.31,1275,502.69,39.43
2022-05-25,May,2022,Q2,Wednesday,Bread,68,60,4,793.46,1320,526.54,39.89
2022-05-25,May,2022,Q2,Wednesday,Rusk,80,68,8,483.84,816,332.16,40.71
2022-05-26,May,2022,Q2,Thursday,Cookies,88,74,12,687.5,1110,422.5,38.06
2022-05-26,May,2022,Q2,Thursday,Bread,59,49,8,740.26,1078,337.74,31.33
2022-05-26,May,2022,Q2,Thursday,Rusk,85,73,11,517.92,876,358.08,40.88
2022-05-27,May,2022,Q2,Friday,Cookies,116,105,6,919.5,1575,655.5,41.62
2022-05-27,May,2022,Q2,Friday,Bread,74,64,5,907.84,1408,500.16,35.52
2022-05-27,May,2022,Q2,Friday,Rusk,95,88,5,554.05,1056,501.95,47.53
2022-05-28,May,2022,Q2,Saturday,Cookies,119,112,6,985.43,1680,694.57,41.34
2022-05-28,May,2022,Q2,Saturday,Bread,76,67,7,920.43,1474,553.57,37.56
2022-05-28,May,2022,Q2,Saturday,Rusk,102,91,8,622.89,1092,469.11,42.96
2022-05-30,May,2022,Q2,Monday,Cookies,97,89,7,805.38,1335,529.62,39.67
2022-05-30,May,2022,Q2,Monday,Bread,67,55,7,832.19,1210,377.81,31.22
2022-05-30,May,2022,Q2,Monday,Rusk,85,70,10,527.19,840,312.81,37.24
2022-05-31,May,2022,Q2,Tuesday,Cookies,99,86,11,801.39,1290,488.61,37.88
2022-05-31,May,2022,Q2,Tuesday,Bread,67,60,4,834.62,1320,485.38,36.77
2022-05-31,May,2022,Q2,Tuesday,Rusk,85,79,4,526.62,948,421.38,44.45
2022-06-01,June,2022,Q2,Wednesday,Cookies,88,81,7,721.14,1215,493.86,40.65
2022-06-01,June,2022,Q2,Wednesday,Bread,59,52,7,731.52,1144,412.48,36.06
2022-06-01,June,2022,Q2,Wednesday,Rusk,80,73,4,469.78,876,406.22,46.37
2022-06-02,June,2022,Q2,Thursday,Cookies,98,80,14,794.33,1200,405.67,33.81
2022-06-02,June,2022,Q2,Thursday,Bread,60,50,6,722.88,1100,377.12,34.28
2022-06-02,June,2022,Q2,Thursday,Rusk,84,79,5,517.16,948,430.84,45.45
2022-06-03,June,2022,Q2,Friday,Cookies,116,100,16,913.33,1500,586.67,39.11
2022-06-03,June,2022,Q2,Friday,Bread,78,63,11,898.79,1386,487.21,35.15
2022-06-03,June,2022,Q2,Friday,Rusk,104,91,12,597.03,1092,494.97,45.33
2022-06-04,June,2022,Q2,Saturday,Cookies,110,93,13,841.93,1395,553.07,39.65
2022-06-04,June,2022,Q2,Saturday,Bread,78,70,6,947.32,1540,592.68,38.49
2022-06-04,June,2022,Q2,Saturday,Rusk,87,75,11,546.72,900,353.28,39.25
2022-06-06,June,2022,Q2,Monday,Cookies,105,90,13,808.93,1350,541.07,40.08
2022-06-06,June,2022,Q2,Monday,Bread,67,64,3,765.58,1408,642.42,45.63
2022-06-06,June,2022,Q2,Monday,Rusk,77,69,7,474.49,828,353.51,42.69
2022-06-07,June,2022,Q2,Tuesday,Cookies,99,88,9,774.07,1320,545.93,41.36
2022-06-07,June,2022,Q2,Tuesday,Bread,70,62,6,835.92,1364,528.08,38.72
2022-06-07,June,2022,Q2,Tuesday,Rusk,74,64,9,452.6,768,315.4,41.07
2022-06-08,June,2022,Q2,Wednesday,Cookies,90,82,5,733.0,1230,497.0,40.41
2022-06-08,June,2022,Q2,Wednesday,Bread,65,56,5,815.17,1232,416.83,33.83
2022-06-08,June,2022,Q2,Wednesday,Rusk,74,63,6,463.7,756,292.3,38.66
2022-06-09,June,2022,Q2,Thursday,Cookies,94,82,10,744.3,1230,485.7,39.49
2022-06-09,June,2022,Q2,Thursday,Bread,61,48,9,725.36,1056,330.64,31.31
2022-06-09,June,2022,Q2,Thursday,Rusk,86,75,6,501.2,900,398.8,44.31
2022-06-10,June,2022,Q2,Friday,Cookies,104,89,11,821.06,1335,513.94,38.5
2022-06-10,June,2022,Q2,Friday,Bread,82,75,7,1030.07,1650,619.93,37.57
2022-06-10,June,2022,Q2,Friday,Rusk,89,72,12,548.77,864,315.23,36.48
2022-06-11,June,2022,Q2,Saturday,Cookies,121,101,16,993.27,1515,521.73,34.44
2022-06-11,June,2022,Q2,Saturday,Bread,78,72,4,892.24,1584,691.76,43.67
2022-06-11,June,2022,Q2,Saturday,Rusk,104,88,11,642.5,1056,413.5,39.16
2022-06-13,June,2022,Q2,Monday,Cookies,95,90,5,731.51,1350,618.49,45.81
2022-06-13,June,2022,Q2,Monday,Bread,66,59,6,768.28,1298,529.72,40.81
2022-06-13,June,2022,Q2,Monday,Rusk,79,73,4,477.89,876,398.11,45.45
2022-06-14,June,2022,Q2,Tuesday,Cookies,91,80,11,714.19,1200,485.81,40.48
2022-06-14,June,2022,Q2,Tuesday,Bread,63,60,3,723.68,1320,596.32,45.18
2022-06-14,June,2022,Q2,Tuesday,Rusk,78,66,7,472.68,792,319.32,40.32
2022-06-15,June,2022,Q2,Wednesday,Cookies,91,77,10,754.22,1155,400.78,34.7
2022-06-15,June,2022,Q2,Wednesday,Bread,67,63,3,802.43,1386,583.57,42.1
2022-06-15,June,2022,Q2,Wednesday,Rusk,73,66,5,459.32,792,332.68,42.01
2022-06-16,June,2022,Q2,Thursday,Cookies,89,79,8,720.41,1185,464.59,39.21
2022-06-16,June,2022,Q2,Thursday,Bread,66,56,6,753.17,1232,478.83,38.87
2022-06-16,June,2022,Q2,Thursday,Rusk,77,69,7,442.96,828,385.04,46.5
2022-06-17,June,2022,Q2,Friday,Cookies,111,101,5,850.58,1515,664.42,43.86
2022-06-17,June,2022,Q2,Friday,Bread,75,69,4,906.08,1518,611.92,40.31
2022-06-17,June,2022,Q2,Friday,Rusk,99,86,12,576.19,1032,455.81,44.17
2022-06-18,June,2022,Q2,Saturday,Cookies,107,96,6,867.68,1440,572.32,39.74
2022-06-18,June,2022,Q2,Saturday,Bread,79,70,4,989.35,1540,550.65,35.76
2022-06-18,June,2022,Q2,Saturday,Rusk,87,76,9,532.91,912,379.09,41.57
2022-06-20,June,2022,Q2,Monday,Cookies,103,87,12,848.86,1305,456.14,34.95
2022-06-20,June,2022,Q2,Monday,Bread,61,50,8,701.26,1100,398.74,36.25
2022-06-20,June,2022,Q2,Monday,Rusk,86,75,9,532.37,900,367.63,40.85
2022-06-21,June,2022,Q2,Tuesday,Cookies,95,85,10,762.01,1275,512.99,40.23
2022-06-21,June,2022,Q2,Tuesday,Bread,66,63,3,757.18,1386,628.82,45.37
2022-06-21,June,2022,Q2,Tuesday,Rusk,75,66,4,466.73,792,325.27,41.07
2022-06-22,June,2022,Q2,Wednesday,Cookies,90,74,13,708.26,1110,401.74,36.19
2022-06-22,June,2022,Q2,Wednesday,Bread,59,50,7,719.24,1100,380.76,34.61
2022-06-22,June,2022,Q2,Wednesday,Rusk,79,71,8,484.39,852,367.61,43.15
2022-06-23,June,2022,Q2,Thursday,Cookies,90,77,13,754.19,1155,400.81,34.7
2022-06-23,June,2022,Q2,Thursday,Bread,65,59,4,794.06,1298,503.94,38.82
2022-06-23,June,2022,Q2,Thursday,Rusk,73,69,3,427.39,828,400.61,48.38
2022-06-24,June,2022,Q2,Friday,Cookies,114,94,15,932.72,1410,477.28,33.85
2022-06-24,June,2022,Q2,Friday,Bread,80,71,7,945.21,1562,616.79,39.49
2022-06-24,June,2022,Q2,Friday,Rusk,93,79,13,532.34,948,415.66,43.85
2022-06-25,June,2022,Q2,Saturday,Cookies,123,105,13,977.96,1575,597.04,37.91
2022-06-25,June,2022,Q2,Saturday,Bread,80,70,7,995.85,1540,544.15,35.33
2022-06-25,June,2022,Q2,Saturday,Rusk,103,90,9,604.21,1080,475.79,44.05
2022-06-27,June,2022,Q2,Monday,Cookies,97,79,13,753.55,1185,431.45,36.41
2022-06-27,June,2022,Q2,Monday,Bread,65,55,7,798.18,1210,411.82,34.03
2022-06-27,June,2022,Q2,Monday,Rusk,74,62,8,462.16,744,281.84,37.88
2022-06-28,June,2022,Q2,Tuesday,Cookies,89,83,6,745.56,1245,499.44,40.12
2022-06-28,June,2022,Q2,Tuesday,Bread,59,52,7,707.45,1144,436.55,38.16
2022-06-28,June,2022,Q2,Tuesday,Rusk,75,65,10,447.54,780,332.46,42.62
2022-06-29,June,2022,Q2,Wednesday,Cookies,96,83,8,775.14,1245,469.86,37.74
2022-06-29,June,2022,Q2,Wednesday,Bread,59,53,5,741.23,1166,424.77,36.43
2022-06-29,June,2022,Q2,Wednesday,Rusk,76,64,8,448.03,768,319.97,41.66
2022-06-30,June,2022,Q2,Thursday,Cookies,101,95,6,845.96,1425,579.04,40.63
2022-06-30,June,2022,Q2,Thursday,Bread,63,57,4,723.76,1254,530.24,42.28
2022-06-30,June,2022,Q2,Thursday,Rusk,74,63,7,436.76,756,319.24,42.23
2022-07-01,July,2022,Q3,Friday,Cookies,153,135,14,1193.24,2025,831.76,41.07
2022-07-01,July,2022,Q3,Friday,Bread,98,86,11,1136.84,1892,755.16,39.91
2022-07-01,July,2022,Q3,Friday,Rusk,112,103,6,687.89,1236,548.11,44.35
2022-07-02,July,2022,Q3,Saturday,Cookies,148,133,14,1224.75,1995,770.25,38.61
2022-07-02,July,2022,Q3,Saturday,Bread,101,91,10,1256.63,2002,745.37,37.23
2022-07-02,July,2022,Q3,Saturday,Rusk,112,104,6,656.53,1248,591.47,47.39
2022-07-04,July,2022,Q3,Monday,Cookies,109,96,11,910.07,1440,529.93,36.8
2022-07-04,July,2022,Q3,Monday,Bread,72,68,4,859.87,1496,636.13,42.52
2022-07-04,July,2022,Q3,Monday,Rusk,108,98,8,648.47,1176,527.53,44.86
2022-07-05,July,2022,Q3,Tuesday,Cookies,108,100,7,906.04,1500,593.96,39.6
2022-07-05,July,2022,Q3,Tuesday,Bread,87,78,4,1091.17,1716,624.83,36.41
2022-07-05,July,2022,Q3,Tuesday,Rusk,102,88,13,609.23,1056,446.77,42.31
2022-07-06,July,2022,Q3,Wednesday,Cookies,120,104,11,976.02,1560,583.98,37.43
2022-07-06,July,2022,Q3,Wednesday,Bread,74,71,3,870.94,1562,691.06,44.24
2022-07-06,July,2022,Q3,Wednesday,Rusk,104,95,7,634.82,1140,505.18,44.31
2022-07-07,July,2022,Q3,Thursday,Cookies,131,120,7,1066.09,1800,733.91,40.77
2022-07-07,July,2022,Q3,Thursday,Bread,79,66,10,917.39,1452,534.61,36.82
2022-07-07,July,2022,Q3,Thursday,Rusk,103,86,13,645.48,1032,386.52,37.45
2022-07-08,July,2022,Q3,Friday,Cookies,149,130,14,1206.05,1950,743.95,38.15
2022-07-08,July,2022,Q3,Friday,Bread,103,91,11,1177.96,2002,824.04,41.16
2022-07-08,July,2022,Q3,Friday,Rusk,130,114,15,793.77,1368,574.23,41.98
2022-07-09,July,2022,Q3,Saturday,Cookies,135,119,15,1068.54,1785,716.46,40.14
2022-07-09,July,2022,Q3,Saturday,Bread,98,92,5,1194.56,2024,829.44,40.98
2022-07-09,July,2022,Q3,Saturday,Rusk,131,121,7,823.51,1452,628.49,43.28
2022-07-11,July,2022,Q3,Monday,Cookies,117,101,16,962.43,1515,552.57,36.47
2022-07-11,July,2022,Q3,Monday,Bread,81,70,10,1008.79,1540,531.21,34.49
2022-07-11,July,2022,Q3,Monday,Rusk,98,85,8,597.85,1020,422.15,41.39
2022-07-12,July,2022,Q3,Tuesday,Cookies,127,109,16,1046.26,1635,588.74,36.01
2022-07-12,July,2022,Q3,Tuesday,Bread,78,65,10,900.45,1430,529.55,37.03
2022-07-12,July,2022,Q3,Tuesday,Rusk,100,90,5,589.48,1080,490.52,45.42
2022-07-13,July,2022,Q3,Wednesday,Cookies,116,101,10,946.14,1515,568.86,37.55
2022-07-13,July,2022,Q3,Wednesday,Bread,78,70,7,911.43,1540,628.57,40.82
2022-07-13,July,2022,Q3,Wednesday,Rusk,97,88,7,557.16,1056,498.84,47.24
2022-07-14,July,2022,Q3,Thursday,Cookies,122,107,14,987.66,1605,617.34,38.46
2022-07-14,July,2022,Q3,Thursday,Bread,79,68,6,982.44,1496,513.56,34.33
2022-07-14,July,2022,Q3,Thursday,Rusk,100,91,9,571.54,1092,520.46,47.66
2022-07-15,July,2022,Q3,Friday,Cookies,139,124,12,1100.75,1860,759.25,40.82
2022-07-15,July,2022,Q3,Friday,Bread,97,87,10,1176.56,1914,737.44,38.53
2022-07-15,July,2022,Q3,Friday,Rusk,126,107,16,772.49,1284,511.51,39.84
2022-07-16,July,2022,Q3,Saturday,Cookies,157,148,8,1217.79,2220,1002.21,45.14
2022-07-16,July,2022,Q3,Saturday,Bread,86,76,9,1073.08,1672,598.92,35.82
2022-07-16,July,2022,Q3,Saturday,Rusk,113,94,16,648.19,1128,479.81,42.54
2022-07-18,July,2022,Q3,Monday,Cookies,130,117,11,998.55,1755,756.45,43.1
2022-07-18,July,2022,Q3,Monday,Bread,79,72,5,927.61,1584,656.39,41.44
2022-07-18,July,2022,Q3,Monday,Rusk,96,83,12,578.26,996,417.74,41.94
2022-07-19,July,2022,Q3,Tuesday,Cookies,115,102,12,939.89,1530,590.11,38.57
2022-07-19,July,2022,Q3,Tuesday,Bread,76,70,6,877.52,1540,662.48,43.02
2022-07-19,July,2022,Q3,Tuesday,Rusk,93,78,10,540.22,936,395.78,42.28
2022-07-20,July,2022,Q3,Wednesday,Cookies,120,105,14,922.26,1575,652.74,41.44
2022-07-20,July,2022,Q3,Wednesday,Bread,81,72,6,1017.0,1584,567.0,35.8
2022-07-20,July,2022,Q3,Wednesday,Rusk,99,85,12,596.98,1020,423.02,41.47
2022-07-21,July,2022,Q3,Thursday,Cookies,109,95,12,911.36,1425,513.64,36.04
2022-07-21,July,2022,Q3,Thursday,Bread,81,71,10,1009.34,1562,552.66,35.38
2022-07-21,July,2022,Q3,Thursday,Rusk,94,86,6,570.26,1032,461.74,44.74
2022-07-22,July,2022,Q3,Friday,Cookies,141,121,18,1173.12,1815,641.88,35.37
2022-07-22,July,2022,Q3,Friday,Bread,93,82,6,1147.31,1804,656.69,36.4
2022-07-22,July,2022,Q3,Friday,Rusk,114,95,15,678.78,1140,461.22,40.46
2022-07-23,July,2022,Q3,Saturday,Cookies,148,137,8,1198.66,2055,856.34,41.67
2022-07-23,July,2022,Q3,Saturday,Bread,95,80,10,1102.15,1760,657.85,37.38
2022-07-23,July,2022,Q3,Saturday,Rusk,125,104,17,728.76,1248,519.24,41.61
2022-07-25,July,2022,Q3,Monday,Cookies,110,103,5,892.49,1545,652.51,42.23
2022-07-25,July,2022,Q3,Monday,Bread,81,73,8,945.95,1606,660.05,41.1
2022-07-25,July,2022,Q3,Monday,Rusk,97,87,10,581.81,1044,462.19,44.27
2022-07-26,July,2022,Q3,Tuesday,Cookies,131,121,8,1068.45,1815,746.55,41.13
2022-07-26,July,2022,Q3,Tuesday,Bread,78,70,7,956.37,1540,583.63,37.9
2022-07-26,July,2022,Q3,Tuesday,Rusk,103,84,15,595.03,1008,412.97,40.97
2022-07-27,July,2022,Q3,Wednesday,Cookies,110,95,13,886.9,1425,538.1,37.76
2022-07-27,July,2022,Q3,Wednesday,Bread,76,72,4,874.21,1584,709.79,44.81
2022-07-27,July,2022,Q3,Wednesday,Rusk,107,100,7,630.66,1200,569.34,47.45
2022-07-28,July,2022,Q3,Thursday,Cookies,113,100,9,865.08,1500,634.92,42.33
2022-07-28,July,2022,Q3,Thursday,Bread,80,73,4,988.83,1606,617.17,38.43
2022-07-28,July,2022,Q3,Thursday,Rusk,94,83,9,585.44,996,410.56,41.22
2022-07-29,July,2022,Q3,Friday,Cookies,148,128,15,1163.2,1920,756.8,39.42
2022-07-29,July,2022,Q3,Friday,Bread,92,80,10,1158.55,1760,601.45,34.17
2022-07-29,July,2022,Q3,Friday,Rusk,123,107,13,755.02,1284,528.98,41.2
2022-07-30,July,2022,Q3,Saturday,Cookies,142,131,7,1143.08,1965,821.92,41.83
2022-07-30,July,2022,Q3,Saturday,Bread,104,93,7,1271.71,2046,774.29,37.84
2022-07-30,July,2022,Q3,Saturday,Rusk,112,101,11,644.9,1212,567.1,46.79
2022-08-01,August,2022,Q3,Monday,Cookies,118,101,14,929.61,1515,585.39,38.64
2022-08-01,August,2022,Q3,Monday,Bread,82,68,10,1026.03,1496,469.97,31.42
2022-08-01,August,2022,Q3,Monday,Rusk,94,85,8,544.4,1020,475.6,46.63
2022-08-02,August,2022,Q3,Tuesday,Cookies,131,111,18,1052.19,1665,612.81,36.81
2022-08-02,August,2022,Q3,Tuesday,Bread,85,77,8,1032.61,1694,661.39,39.04
2022-08-02,August,2022,Q3,Tuesday,Rusk,91,75,11,525.67,900,374.33,41.59
2022-08-03,August,2022,Q3,Wednesday,Cookies,127,108,16,1037.21,1620,582.79,35.97
2022-08-03,August,2022,Q3,Wednesday,Bread,72,67,5,843.53,1474,630.47,42.77
2022-08-03,August,2022,Q3,Wednesday,Rusk,97,88,5,607.43,1056,448.57,42.48
2022-08-04,August,2022,Q3,Thursday,Cookies,121,108,9,958.03,1620,661.97,40.86
2022-08-04,August,2022,Q3,Thursday,Bread,79,66,8,949.49,1452,502.51,34.61
2022-08-04,August,2022,Q3,Thursday,Rusk,108,93,10,679.89,1116,436.11,39.08
2022-08-05,August,2022,Q3,Friday,Cookies,154,139,10,1285.05,2085,799.95,38.37
2022-08-05,August,2022,Q3,Friday,Bread,88,72,11,1043.39,1584,540.61,34.13
2022-08-05,August,2022,Q3,Friday,Rusk,129,107,17,797.68,1284,486.32,37.88
2022-08-06,August,2022,Q3,Saturday,Cookies,152,139,12,1165.04,2085,919.96,44.12
2022-08-06,August,2022,Q3,Saturday,Bread,94,86,6,1149.99,1892,742.01,39.22
2022-08-06,August,2022,Q3,Saturday,Rusk,116,96,17,705.81,1152,446.19,38.73
2022-08-08,August,2022,Q3,Monday,Cookies,127,119,8,1052.78,1785,732.22,41.02
2022-08-08,August,2022,Q3,Monday,Bread,86,73,8,1042.97,1606,563.03,35.06
2022-08-08,August,2022,Q3,Monday,Rusk,105,96,7,630.16,1152,521.84,45.3
2022-08-09,August,2022,Q3,Tuesday,Cookies,117,106,7,923.6,1590,666.4,41.91
2022-08-09,August,2022,Q3,Tuesday,Bread,73,68,3,844.04,1496,651.96,43.58
2022-08-09,August,2022,Q3,Tuesday,Rusk,109,93,11,684.46,1116,431.54,38.67
2022-08-10,August,2022,Q3,Wednesday,Cookies,118,109,9,944.58,1635,690.42,42.23
2022-08-10,August,2022,Q3,Wednesday,Bread,79,70,4,961.35,1540,578.65,37.57
2022-08-10,August,2022,Q3,Wednesday,Rusk,94,82,10,572.47,984,411.53,41.82
2022-08-11,August,2022,Q3,Thursday,Cookies,111,101,6,912.93,1515,602.07,39.74
2022-08-11,August,2022,Q3,Thursday,Bread,79,73,4,994.91,1606,611.09,38.05
2022-08-11,August,2022,Q3,Thursday,Rusk,91,76,10,572.41,912,339.59,37.24
2022-08-12,August,2022,Q3,Friday,Cookies,136,125,8,1046.81,1875,828.19,44.17
2022-08-12,August,2022,Q3,Friday,Bread,92,85,5,1125.21,1870,744.79,39.83
2022-08-12,August,2022,Q3,Friday,Rusk,109,95,11,686.48,1140,453.52,39.78
2022-08-13,August,2022,Q3,Saturday,Cookies,153,131,17,1200.29,1965,764.71,38.92
2022-08-13,August,2022,Q3,Saturday,Bread,98,86,10,1167.31,1892,724.69,38.3
2022-08-13,August,2022,Q3,Saturday,Rusk,111,92,15,662.66,1104,441.34,39.98
2022-08-15,August,2022,Q3,Monday,Cookies,112,102,9,888.31,1530,641.69,41.94
2022-08-15,August,2022,Q3,Monday,Bread,85,74,10,1047.47,1628,580.53,35.66
2022-08-15,August,2022,Q3,Monday,Rusk,90,79,8,538.99,948,409.01,43.14
2022-08-16,August,2022,Q3,Tuesday,Cookies,108,95,8,886.49,1425,538.51,37.79
2022-08-16,August,2022,Q3,Tuesday,Bread,74,64,7,862.71,1408,545.29,38.73
2022-08-16,August,2022,Q3,Tuesday,Rusk,90,79,6,565.7,948,382.3,40.33
2022-08-17,August,2022,Q3,Wednesday,Cookies,127,104,18,1014.77,1560,545.23,34.95
2022-08-17,August,2022,Q3,Wednesday,Bread,73,65,7,872.0,1430,558.0,39.02
2022-08-17,August,2022,Q3,Wednesday,Rusk,106,96,6,635.25,1152,516.75,44.86
2022-08-18,August,2022,Q3,Thursday,Cookies,111,98,9,909.08,1470,560.92,38.16
2022-08-18,August,2022,Q3,Thursday,Bread,79,71,6,938.0,1562,624.0,39.95
2022-08-18,August,2022,Q3,Thursday,Rusk,99,84,12,617.29,1008,390.71,38.76
